project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,remarks
2007780,CA_Beach_PointReyes_Loc7_Dep3,CA_Beach_PointReyes_Loc7,-122.97128,38.021625,11/3/2024 0:00,11/7/2024 0:00,None,NA,Other,Beach Access Game Trail,2114704,FDG8,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc8_Dep3,CA_Beach_PointReyes_Loc8,-122.97709,38.01625,11/3/2024 0:00,11/7/2024 0:00,None,NA,Other,Beach Access Game Trail,2090716,FDG9,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc1_Dep1,CA_Beach_PointReyes_Loc1,-122.9340918,38.0319005,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2090714,FDG4,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc2_Dep1,CA_Beach_PointReyes_Loc2,-122.93986,38.03174,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2114702,FDG17,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc4_Dep1,CA_Beach_PointReyes_Loc4,-122.9474,38.03172,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2090715,FDG12,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc5_Dep1,CA_Beach_PointReyes_Loc5,-122.95123,38.03107,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2114703,FDG13,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc6_Dep1,CA_Beach_PointReyes_Loc6,-122.96085,38.02775,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2090711,FDG5,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc7_Dep1,CA_Beach_PointReyes_Loc7,-122.97128,38.021625,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2114704,FDG8,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc8_Dep1,CA_Beach_PointReyes_Loc8,-122.97709,38.01625,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2090716,FDG9,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc9_Dep1,CA_Beach_PointReyes_Loc9,-122.98123,38.01058,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2114705,FDG11,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc10_Dep1,CA_Beach_PointReyes_Loc10,-122.98384,38.00494,9/6/2024 0:00,10/7/2024 0:00,None,NA,Other,Beach,2114708,FDG16,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc9_Dep3,CA_Beach_PointReyes_Loc9,-122.98123,38.01058,11/3/2024 0:00,11/7/2024 0:00,None,NA,Other,Beach Access Game Trail,2114705,FDG11,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc10_Dep3,CA_Beach_PointReyes_Loc10,-122.98384,38.00494,11/3/2024 0:00,11/7/2024 0:00,None,NA,Other,Beach Access Game Trail,2114708,FDG16,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
2007780,CA_Beach_PointReyes_Loc4_Dep2,CA_Beach_PointReyes_Loc4,-122.9474,38.03172,10/7/2024 0:00,11/2/2024 0:00,None,NA,Other,Beach Access Game Trail,2090715,FDG12,1,Camera Functioning,Knee height,NA,Parallel,NA,NA,NA,NA,CA_Beach_Rural_PointReyes_24,NA,NA,NA,NA,NA,NA
