placename,year_month,year,month,american_badger,bobcat,coyote,domestic_cattle,domestic_dog,human,human_camera_trapper,mule_deer,north_american_river_otter,northern_elephant_seal,northern_raccoon,striped_skunk,brush_rabbit,californian_sea_lion,elk,black_tailed_jackrabbit,human_pedestrian
BCAM1,2024-01,2024,01,0,0,0.35,0,0,0.1,0,0,0,2.15,0,0,0,0,0,0,0
BCAM1,2024-02,2024,02,0,0,0.1,0.1,0,0.4,0.1,0,0,4.3,0,0,0,0,0,0,0
BCAM1,2024-10,2024,10,0,0,0.09375,0,0,0.625,0.0625,0.375,0,0,0.09375,0,0,0,0,0,0
BCAM1,2025-01,2025,01,0,0,0.21875,0,0,0.09375,0.0625,0,0,0.34375,0,0,0,0,0,0,0
BCAM1,2025-02,2025,02,0,0,0.23333333333333334,0,0,0.06666666666666667,0.1,0,0,0.16666666666666666,0,0,0,0,0,0,0
BCAM1,2024-03,2024,03,0,0,0,0,0,0.08695652173913043,0.043478260869565216,0,0,3.5217391304347827,0,0,0,0,0,0,0
BCAM1,2023-11,2023,11,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0
BCAM1,2025-03,2025,03,0,0,0,0,0,0,0,0,0,0.030303030303030304,0,0,0,0,0,0,0
BCAM10,2023-11,2023,11,0,0.3076923076923077,0.3076923076923077,0,0,0.038461538461538464,0.038461538461538464,0.07692307692307693,0,0,1.3461538461538463,0.2692307692307692,0,0,0,0,0
BCAM10,2023-12,2023,12,0,0.3333333333333333,0.42857142857142855,0,0,0,0.047619047619047616,0.047619047619047616,0,0.14285714285714285,0.7619047619047619,0.047619047619047616,0.047619047619047616,0,0,0,0
BCAM11,2023-11,2023,11,0.03225806451612903,0.0967741935483871,0.2903225806451613,0,0,0,0.06451612903225806,0.41935483870967744,0,0,0.12903225806451613,0.0967741935483871,0,0,0,0,0
BCAM11,2023-12,2023,12,0.03125,0.0625,0.125,0,0,0.0625,0.0625,0.03125,0,0,0,0,0,0,0,0,0
BCAM11,2023-09,2023,09,0,0.07692307692307693,0.07692307692307693,0,0,0.038461538461538464,0.11538461538461539,0.6923076923076923,0,0,0.038461538461538464,0,0,0,0,0,0
BCAM11,2023-10,2023,10,0,0.1111111111111111,0.4074074074074074,0,0,0.14814814814814814,0.037037037037037035,0.5185185185185185,0,0,0,0,0,0,0,0,0
BCAM11,2024-01,2024,01,0,0.0625,1.375,0,0,0.03125,0.09375,0,0,0,0,0.0625,0,0,0,0,0
BCAM11,2024-03,2024,03,0,0.03125,2.59375,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0
BCAM11,2024-05,2024,05,0,0.125,0.40625,0,0,0,0.0625,0.15625,0,0,0,0,0,0,0,0,0
BCAM11,2024-06,2024,06,0,0.09375,0.125,0,0,0,0.125,0.15625,0,0,0,0,0,0,0,0,0
BCAM11,2024-08,2024,08,0,0.25,0.0625,0,0,0.0625,0.0625,0.21875,0,0,0.03125,0.03125,0,0,0,0,0
BCAM11,2024-10,2024,10,0,0.03125,0.09375,0,0,0,0.0625,0.59375,0,0,0.09375,0,0,0,0,0,0
BCAM11,2024-11,2024,11,0,0.06451612903225806,0.2903225806451613,0,0,0.03225806451612903,0.06451612903225806,0.25806451612903225,0,0,0.12903225806451613,0.12903225806451613,0,0,0,0,0
BCAM11,2024-02,2024,02,0,0,0.36666666666666664,0,0,0,0.06666666666666667,0,0,0.23333333333333334,0,0,0,0,0,0,0
BCAM11,2024-04,2024,04,0,0,0.6129032258064516,0,0,0,0.06451612903225806,0.22580645161290322,0,0,0,0,0,0,0,0,0
BCAM11,2024-07,2024,07,0,0,0.0967741935483871,0,0,0.03225806451612903,0,0.1935483870967742,0,0,0,0,0,0,0,0,0
BCAM11,2024-09,2024,09,0,0,0.0967741935483871,0,0,0,0.06451612903225806,0.25806451612903225,0,0,0.03225806451612903,0.12903225806451613,0,0,0,0,0
BCAM11,2024-12,2024,12,0,0,0.46875,0,0,0.03125,0.09375,0.0625,0,0,0.03125,0,0,0,0,0,0
BCAM11,2025-01,2025,01,0,0,2.90625,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
BCAM11,2025-02,2025,02,0,0,0.2,0,0,0,0.1,0,0,0.03333333333333333,0,0,0,0,0,0,0
BCAM12,2024-03,2024,03,0,0.043478260869565216,0,0,0,0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0
BCAM12,2024-04,2024,04,0,0,0,0,0,0.03225806451612903,0.06451612903225806,0,0,0,0,0,0,0,0,0,0
BCAM12,2024-01,2024,01,0,0,0,0,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0
BCAM12,2024-02,2024,02,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
BCAM13,2023-09,2023,09,0,0.08,0.28,0,0,0.08,0.12,0.36,0,0,0.36,0.12,0,0,0,0,0
BCAM13,2023-10,2023,10,0,0.3225806451612903,0.45161290322580644,0,0,0,0.03225806451612903,0.12903225806451613,0,0,0.3548387096774194,0.5483870967741935,0,0.03225806451612903,0,0,0
BCAM13,2023-11,2023,11,0,0.2,0,0,0,0,0.2,0,0,0,0.6,0.4,0,0,0,0,0
BCAM13,2024-05,2024,05,0,0.06896551724137931,0.1724137931034483,0.1724137931034483,0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0,0,0.10344827586206896,0,0,0,0,0,0
BCAM13,2024-11,2024,11,0,0.06451612903225806,0.3225806451612903,0,0,0.03225806451612903,0.06451612903225806,0.06451612903225806,0,0.03225806451612903,0,0,0,0,0,0,0
BCAM13,2023-12,2023,12,0,0,0.18181818181818182,0,0,0,0.09090909090909091,0,0,0.8181818181818182,0,0,0,0,0,0,0
BCAM13,2024-01,2024,01,0,0,0.46875,0,0,0.09375,0.0625,0,0,2.8125,0,0,0,0,0,0,0
BCAM13,2024-02,2024,02,0,0,0.2,0.1,0,0.06666666666666667,0.06666666666666667,0,0,2.6333333333333333,0,0,0,0,0,0,0
BCAM13,2024-03,2024,03,0,0,0.1875,0,0,0.0625,0.0625,0.03125,0,0.84375,0,0,0,0,0,0,0
BCAM13,2024-04,2024,04,0,0,0.3548387096774194,0,0,0.06451612903225806,0.06451612903225806,0,0,0.03225806451612903,0,0,0,0,0,0,0
BCAM13,2024-06,2024,06,0,0,0.1875,0.15625,0,0,0.125,0.34375,0,0,0,0,0,0,0,0,0
BCAM13,2024-07,2024,07,0,0,0.0967741935483871,0,0,0,0,0.25806451612903225,0,0.0967741935483871,0,0,0,0,0,0,0
BCAM13,2024-08,2024,08,0,0,0.125,0,0,0.03125,0.0625,0.21875,0,0.03125,0,0,0,0,0,0,0
BCAM13,2024-09,2024,09,0,0,0.06451612903225806,0.03225806451612903,0,0.06451612903225806,0.06451612903225806,0.1935483870967742,0,0,0,0,0,0,0,0,0
BCAM13,2024-10,2024,10,0,0,0.46875,0.03125,0.03125,0.03125,0.0625,0.125,0,0,0,0.0625,0,0,0.03125,0,0
BCAM13,2024-12,2024,12,0,0,0.21875,0.03125,0,0,0.0625,0,0,1.15625,0.03125,0,0,0,0,0,0
BCAM13,2025-01,2025,01,0,0,0.34375,0.125,0,0.03125,0.0625,0.03125,0,1.5625,0,0,0,0,0,0,0
BCAM13,2025-02,2025,02,0,0,0.16666666666666666,0,0,0,0.1,0,0,0.5666666666666667,0,0,0,0,0,0,0
BCAM13,2025-03,2025,03,0,0,0.045454545454545456,0,0,0,0,0,0,0.045454545454545456,0,0,0,0,0,0,0
BCAM14,2023-09,2023,09,0,0.038461538461538464,0.11538461538461539,0,0,0.34615384615384615,0.11538461538461539,0.07692307692307693,0,0,0,0,0,0,0,0,0
BCAM14,2024-05,2024,05,0,0.03571428571428571,0.03571428571428571,0,0,0.07142857142857142,0.03571428571428571,0,0,0,0.03571428571428571,0,0,0,0,0,0
BCAM14,2024-11,2024,11,0,0.03225806451612903,0,0,0,0,0.06451612903225806,0,0,0,0,0,0,0,0,0,0
BCAM14,2023-10,2023,10,0,0,0.05,0,0,0.3,0,0,0,0,0.05,0,0,0,0,0,0
BCAM14,2024-07,2024,07,0,0,0.06451612903225806,0,0,0.0967741935483871,0,0,0,0,0.03225806451612903,0,0,0,0,0,0
BCAM14,2024-08,2024,08,0,0,0.03125,0,0,0.03125,0.0625,0,0,0,0.0625,0,0,0,0,0,0
BCAM14,2024-12,2024,12,0,0,0.047619047619047616,0,0,0,0.047619047619047616,0,0,0,0,0,0,0,0,0,0
BCAM14,2024-10,2024,10,0,0,0,0,0,0.0625,0.0625,0,0,0,0.03125,0,0,0,0,0,0
BCAM14,2024-06,2024,06,0,0,0,0,0,0,0.125,0,0,0,0.0625,0,0,0,0,0,0
BCAM14,2024-09,2024,09,0,0,0,0,0,0,0.06451612903225806,0,0,0,0,0,0,0,0,0,0
BCAM15,2025-01,2025,01,0.03125,0,0.0625,0,0.375,1.5625,0.0625,0,0,0,0,0,0,0,0,0,0
BCAM15,2025-02,2025,02,0,0,0.10344827586206896,0.034482758620689655,0.3793103448275862,0.7586206896551724,0.10344827586206896,0,0,0,0,0,0,0,0,0,0
BCAM15,2024-12,2024,12,0,0,0,0,1.6666666666666667,2.25,0.08333333333333333,0,0,0,0,0,0,0,0,0,0
BCAM16,2025-01,2025,01,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
BCAM16,2024-12,2024,12,0,0,0,0,0.16666666666666666,0.8333333333333334,0.08333333333333333,0,0,0,0,0,0,0,0,0,0
BCAM17,2023-12,2023,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BCAM17,2024-01,2024,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BCAM18,2025-01,2025,01,0,0.125,0.15625,0,0.15625,0.40625,0.0625,0,0,0,0,0,0,0,0,0.03125,0
BCAM18,2024-12,2024,12,0,0,0.16666666666666666,0,0,0.9166666666666666,0.08333333333333333,0,0,0,0,0.08333333333333333,0,0,0,0,0
BCAM18,2025-02,2025,02,0,0,0.06666666666666667,0,0,0.03333333333333333,0.1,0,0,0,0,0,0,0,0,0,0
BCAM2,2023-01,2023,01,0,0,0.34375,0,0,0.0625,0,0,0,0,0.03125,0,0,0,0,0,0
BCAM2,2023-02,2023,02,0,0,0,0,0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0
BCAM2,2023-03,2023,03,0,0,0,0,0,0.07692307692307693,0,0,0,0.07692307692307693,0,0,0,0,0,0,0
BCAM2,2022-12,2022,12,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0
BCAM22,2025-01,2025,01,0,0,0.3125,0,0,0,0.0625,0,0,0.15625,0,0,0,0,0,0,0
BCAM22,2025-02,2025,02,0,0,0.29411764705882354,0,0,0,0.17647058823529413,0,0,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0
BCAM22,2024-12,2024,12,0,0,0,0,0,0,0.08333333333333333,0,0,0.5833333333333334,0,0,0,0,0,0,0
BCAM23,2025-01,2025,01,0,0,0.09375,0,0,0.03125,0.0625,0,0,0,0,0,0,0,0,0,0
BCAM23,2025-03,2025,03,0,0,0.13333333333333333,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0
BCAM23,2025-02,2025,02,0,0,0,0,0,0.06666666666666667,0.1,0,0,0,0,0,0,0,0,0,0
BCAM23,2024-12,2024,12,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0
BCAM24,2025-02,2025,02,0,0.1,0.03333333333333333,0,0.1,0.13333333333333333,0.1,0,0,0,0,0,0,0,0,0,0
BCAM24,2025-03,2025,03,0,0.125,0.0625,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0
BCAM24,2025-01,2025,01,0,0,0.14285714285714285,0,0.10714285714285714,0.25,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
BCAM25,2024-01,2024,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BCAM25,2024-02,2024,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BCAM26,2023-09,2023,09,0,0,0.08333333333333333,0,0,0.3333333333333333,0.25,0,0,0,0,0,0,0,0,0,0
BCAM26,2023-10,2023,10,0,0,0.06451612903225806,0,0,0.12903225806451613,0.03225806451612903,0.25806451612903225,0.03225806451612903,0,0.3548387096774194,0,0,0,0,0,0
BCAM26,2023-11,2023,11,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
BCAM26,2024-10,2024,10,0,0,0.09375,0,0,0.21875,0.0625,0.09375,0,0,0.15625,0,0,0,0,0,0
BCAM26,2024-11,2024,11,0,0,0.22580645161290322,0,0,0.25806451612903225,0.06451612903225806,0.03225806451612903,0.03225806451612903,0,0.3548387096774194,0,0,0,0,0,0
BCAM26,2025-01,2025,01,0,0,0.5,0,0,0.3125,0.0625,0,0,0.125,0.03125,0,0,0,0,0,0
BCAM26,2025-02,2025,02,0,0,0.13333333333333333,0,0,0.03333333333333333,0.1,0,0,0.1,0,0,0,0,0,0,0
BCAM26,2024-09,2024,09,0,0,0,0,0,0.12,0.04,0.12,0,0,0,0,0,0,0.08,0,0
BCAM26,2024-12,2024,12,0,0,0,0,0,0.25,0.05,0,0,0.3,0.1,0,0,0,0,0,0
BCAM26,2025-03,2025,03,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
BCAM3,2024-04,2024,04,0.03225806451612903,0.06451612903225806,0.06451612903225806,0,0,0.0967741935483871,0.03225806451612903,0,0,0.5483870967741935,0.16129032258064516,0,0,0,0,0,0
BCAM3,2023-09,2023,09,0,0.038461538461538464,0.038461538461538464,0,0,0.4230769230769231,0.11538461538461539,0.5384615384615384,0,0,0.6538461538461539,0,1.1153846153846154,0,0,0,0
BCAM3,2023-10,2023,10,0,0.03225806451612903,0.1935483870967742,0,0,0.22580645161290322,0.03225806451612903,0.1935483870967742,0,0,1,0,0.22580645161290322,0,0,0,0
BCAM3,2023-11,2023,11,0,0.06451612903225806,0.1935483870967742,0,0,0.1935483870967742,0.06451612903225806,0,0,0,1.5806451612903225,0,0.6774193548387096,0,0,0,0
BCAM3,2024-05,2024,05,0,0.12,0.04,0,0,0.92,0.08,0.04,0,0,0.68,0,0,0,0,0,0
BCAM3,2024-07,2024,07,0,0.03225806451612903,0.03225806451612903,0,0,0.3870967741935484,0,0.45161290322580644,0,0,0.9354838709677419,0,0,0,0,0,0
BCAM3,2024-08,2024,08,0,0.045454545454545456,0,0,0,0.09090909090909091,0.09090909090909091,0.13636363636363635,0,0,0.18181818181818182,0,0,0,0,0,0
BCAM3,2024-10,2024,10,0,0.03125,0,0,0,0.125,0.0625,0.4375,0.03125,0,0.8125,0,0,0,0,0,0
BCAM3,2024-11,2024,11,0,0.03225806451612903,0.16129032258064516,0,0,0.25806451612903225,0.06451612903225806,0.3225806451612903,0.03225806451612903,0,1.096774193548387,0,0,0,0,0,0
BCAM3,2023-12,2023,12,0,0,0.3333333333333333,0,0,0.19047619047619047,0,0.047619047619047616,0,0,0.9523809523809523,0,0.8571428571428571,0,0,0,0
BCAM3,2024-01,2024,01,0,0,0.05,0,0,0,0.15,0,0,0,0,0,0.4,0,0,0,0
BCAM3,2024-02,2024,02,0,0,0.16666666666666666,0,0,0,0.03333333333333333,0,0,1.7,0,0,0.03333333333333333,0,0,0,0
BCAM3,2023-01,2023,01,0,0,0.03125,0,0,0.0625,0,0.03125,0,2.25,0,0,0,0,0,0,0
BCAM3,2023-02,2023,02,0,0,0.14814814814814814,0,0,0.037037037037037035,0,0,0,2.5185185185185186,0,0,0,0,0,0,0
BCAM3,2024-03,2024,03,0,0,0.10714285714285714,0,0,0,0.03571428571428571,0,0,3.0714285714285716,0,0,0,0,0,0,0
BCAM3,2024-06,2024,06,0,0,0.03225806451612903,0,0,0.8064516129032258,0.0967741935483871,0.03225806451612903,0,0,0.7096774193548387,0,0,0,0,0,0.03225806451612903
BCAM3,2024-09,2024,09,0,0,0.12,0,0,0.16,0.04,0.64,0,0,0.24,0,0,0,0,0,0
BCAM3,2024-12,2024,12,0,0,0.125,0,0,0.125,0.0625,0.09375,0,0.09375,0.65625,0,0,0,0,0,0
BCAM3,2025-01,2025,01,0,0,0.4375,0,0,0.03125,0.0625,0,0,0,0.03125,0,0,0,0,0,0
BCAM3,2025-02,2025,02,0,0,0.16666666666666666,0,0,0,0.1,0,0,0.13333333333333333,0.03333333333333333,0,0,0,0,0,0
BCAM3,2022-12,2022,12,0,0,0,0,0,0.18181818181818182,0.09090909090909091,0,0,0,0.18181818181818182,0,0,0,0,0,0
BCAM3,2025-03,2025,03,0,0,0,0,0,0,0.030303030303030304,0,0,0,0,0,0,0,0,0,0
BCAM4,2023-12,2023,12,0.03125,0.15625,0.21875,0,0,0.1875,0.0625,0.15625,0,0.625,0.3125,0,0,0,0,0,0
BCAM4,2023-09,2023,09,0,0.038461538461538464,0.6153846153846154,0,0,0.3076923076923077,0.15384615384615385,0.8846153846153846,0,0,0.19230769230769232,0.038461538461538464,0,0,0,0,0
BCAM4,2023-10,2023,10,0,0.16129032258064516,0.41935483870967744,0,0,0.3225806451612903,0.03225806451612903,0.3870967741935484,0.03225806451612903,0,0.25806451612903225,0.06451612903225806,0,0,0,0,0
BCAM4,2023-11,2023,11,0,0.0967741935483871,0.25806451612903225,0,0,0.25806451612903225,0.06451612903225806,0.22580645161290322,0.06451612903225806,0.03225806451612903,0.3225806451612903,0.06451612903225806,0,0,0,0,0
BCAM4,2024-01,2024,01,0,0.06060606060606061,1,0,0,0.030303030303030304,0.15151515151515152,0.030303030303030304,0,1.0909090909090908,0.030303030303030304,0.030303030303030304,0,0,0,0,0
BCAM4,2024-03,2024,03,0,0.03125,0.34375,0,0,0,0.0625,0.03125,0,2.21875,0,0,0,0,0,0,0
BCAM4,2024-04,2024,04,0,0.06451612903225806,0.7096774193548387,0,0,0.03225806451612903,0.0967741935483871,0.0967741935483871,0,0.12903225806451613,0,0,0,0,0,0,0
BCAM4,2024-06,2024,06,0,0.09375,0.25,0,0,0.375,0.15625,0.15625,0,0,0.03125,0.03125,0,0,0,0,0
BCAM4,2024-07,2024,07,0,0.0967741935483871,0.25806451612903225,0,0,0.6451612903225806,0,0.5483870967741935,0,0,0.06451612903225806,0,0,0,0,0,0
BCAM4,2024-08,2024,08,0,0.09375,0.34375,0,0,0.4375,0.0625,0.375,0,0,0.0625,0,0,0,0,0,0
BCAM4,2024-09,2024,09,0,0.03225806451612903,0.22580645161290322,0,0,0.5806451612903226,0.06451612903225806,0.6451612903225806,0,0,0.3548387096774194,0,0,0,0,0,0
BCAM4,2025-01,2025,01,0,0.05263157894736842,0.42105263157894735,0,0,0.05263157894736842,0.10526315789473684,0,0,0.8421052631578947,0,0,0,0,0,0,0
BCAM4,2022-12,2022,12,0,0,0.6363636363636364,0,0,0.7272727272727273,0.2727272727272727,0.09090909090909091,0,3.8181818181818183,0,0,0,0,0,0,0
BCAM4,2023-01,2023,01,0,0,0.78125,0,0,0.28125,0.03125,0,0,5.09375,0,0,0,0,0,0,0
BCAM4,2023-02,2023,02,0,0,0.7857142857142857,0,0,0.07142857142857142,0,0.03571428571428571,0,0.6428571428571429,0,0,0,0,0,0,0
BCAM4,2023-03,2023,03,0,0,1.6153846153846154,0,0,0.15384615384615385,0,0,0,3.6923076923076925,0,0,0,0,0,0,0
BCAM4,2024-02,2024,02,0,0,0.2,0,0,0,0.06666666666666667,0,0,3.5,0,0,0,0,0,0,0
BCAM4,2024-05,2024,05,0,0,0.25,0,0,0,0.0625,0.125,0,0,0.03125,0,0,0,0,0,0
BCAM4,2024-10,2024,10,0,0,0.25,0,0.03125,0.21875,0.0625,0.5625,0,0,0.15625,0.125,0,0,0,0,0
BCAM4,2024-11,2024,11,0,0,0.45161290322580644,0,0,0.16129032258064516,0.06451612903225806,0.3225806451612903,0,0,0.12903225806451613,0.1935483870967742,0,0,0,0,0
BCAM4,2024-12,2024,12,0,0,0.21875,0,0,0.09375,0.0625,0.09375,0,0,0,0,0,0,0,0,0
BCAM4,2025-02,2025,02,0,0,0.5833333333333334,0,0,0,0.08333333333333333,0,0,0.4166666666666667,0,0,0,0,0,0,0
BCAM5,2022-12,2022,12,0,0,1.2,0,0,0.7,0,0,0,3.7,0,0,0,0,0,0,0
BCAM5,2023-01,2023,01,0,0,1.2,0,0,0.4,0,0,0,5.2,0,0,0,0,0,0,0
BCAM6,2023-01,2023,01,0,0,0.65625,0,0,0.15625,0.03125,0,0,2.40625,0,0.0625,0.03125,0,0,0,0
BCAM6,2023-02,2023,02,0,0,1.2857142857142858,0,0,0,0,0,0,2.6785714285714284,0,0,0,0,0,0,0
BCAM6,2023-03,2023,03,0,0,1.6153846153846154,0,0,0.07692307692307693,0,0.07692307692307693,0,2.4615384615384617,0,0,0,0,0,0,0
BCAM6,2022-12,2022,12,0,0,0,0,0,0.2,0.1,0.1,0,0,0.1,0,0,0,0,0,0
BCAM7,2024-09,2024,09,0,0.44,0.44,0,0,0.04,0.04,0.92,0,0,0.48,0.08,0,0,0,0,0
BCAM7,2024-10,2024,10,0,0.34375,0.96875,0,0,0,0.0625,0.53125,0,0,0.53125,0.25,0,0,0,0,0
BCAM7,2024-11,2024,11,0,0.0967741935483871,0.5806451612903226,0,0,0.03225806451612903,0.06451612903225806,0.2903225806451613,0.03225806451612903,0,2.096774193548387,0.5483870967741935,0,0,0,0,0
BCAM7,2024-12,2024,12,0,0.03125,0.375,0,0,0,0.0625,0.15625,0.0625,0,1.15625,0,0,0,0,0,0
BCAM7,2025-03,2025,03,0,0.030303030303030304,0.3333333333333333,0,0,0,0.030303030303030304,0.15151515151515152,0.030303030303030304,0,0.2727272727272727,0,0,0,0,0,0
BCAM7,2025-01,2025,01,0,0,1.65625,0,0,0,0.0625,0.0625,0,0,0.59375,0,0,0,0,0,0
BCAM7,2025-02,2025,02,0,0,0.5666666666666667,0,0,0,0.13333333333333333,0.13333333333333333,0,0,0.16666666666666666,0,0,0,0,0,0
BCAM9,2024-01,2024,01,0,0,0.12121212121212122,0,0,0.030303030303030304,0.12121212121212122,0,0,0.030303030303030304,0,0,0,0,0,0,0
BCAM9,2024-02,2024,02,0,0,0.13333333333333333,0,0,0,0.06666666666666667,0,0,0.3333333333333333,0,0,0,0,0,0,0
BCAM9,2024-04,2024,04,0,0,0.16129032258064516,0,0,0.06451612903225806,0.06451612903225806,0,0,0,0.0967741935483871,0,0,0,0,0,0
BCAM9,2024-07,2024,07,0,0,0.03225806451612903,0,0,0.03225806451612903,0,0.03225806451612903,0,0,0.16129032258064516,0,0,0,0.03225806451612903,0,0
BCAM9,2024-08,2024,08,0,0,0.03125,0,0,0.09375,0.0625,0,0,0,0.15625,0,0,0,0,0,0
BCAM9,2024-11,2024,11,0,0,0.06451612903225806,0,0,0.06451612903225806,0.06451612903225806,0,0,0,0.2903225806451613,0,0,0,0,0,0
BCAM9,2025-01,2025,01,0,0,0.0625,0,0,0,0.0625,0,0,0,0.46875,0,0,0,0,0,0
BCAM9,2023-09,2023,09,0,0,0,0,0,0.038461538461538464,0.11538461538461539,0.07692307692307693,0,0,0.19230769230769232,0,0,0,0,0,0
BCAM9,2023-10,2023,10,0,0,0,0,0,0.12903225806451613,0.03225806451612903,0,0,0,0.41935483870967744,0,0,0,0,0,0
BCAM9,2023-12,2023,12,0,0,0,0,0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0
BCAM9,2024-05,2024,05,0,0,0,0,0,0.125,0.0625,0,0,0,0.1875,0,0,0,0,0,0
BCAM9,2024-06,2024,06,0,0,0,0,0,0.09375,0.125,0,0,0,0.25,0,0,0,0,0,0
BCAM9,2024-09,2024,09,0,0,0,0,0,0.03225806451612903,0.06451612903225806,0.03225806451612903,0,0,0.03225806451612903,0,0,0,0,0,0
BCAM9,2024-10,2024,10,0,0,0,0,0,0.09375,0.09375,0,0,0,0.25,0,0,0,0,0,0
BCAM9,2024-12,2024,12,0,0,0,0,0,0.03125,0.0625,0,0.03125,0,0.4375,0,0,0,0,0,0
BCAM9,2023-11,2023,11,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0
BCAM9,2024-03,2024,03,0,0,0,0,0,0,0.0625,0,0,0,0.1875,0,0,0,0,0,0
BCAM9,2025-02,2025,02,0,0,0,0,0,0,0.1,0,0,0,0.43333333333333335,0,0,0,0,0,0
CA_Beach_PointReyes_Loc03,2023-09,2023,09,0,0.08695652173913043,0.08695652173913043,0,0,0.391304347826087,0.13043478260869565,0.8695652173913043,2.5217391304347827,0,2.739130434782609,0,0,0,0,0,0
CA_Beach_PointReyes_Loc03,2023-10,2023,10,0,0,0.7333333333333333,0,0,0.26666666666666666,0.06666666666666667,0.5333333333333333,1.9333333333333333,0,3.2,0,0,0,0,0,0
CA_Beach_PointReyes_Loc03,2023-11,2023,11,0,0,0,0,0,0,0.25,0.5,1.5,0,2.5,0,0,0,0,0,0
