placename,year_week,year,week,common_name,n_detections,sampling_days,detection_rate
BCAM1,2023-42,2023,42,Human,7,7,1
BCAM1,2023-42,2023,42,Human-Camera Trapper,0,7,0
BCAM1,2023-42,2023,42,Mule Deer,4,7,0.5714285714285714
BCAM1,2023-42,2023,42,North American River Otter,0,7,0
BCAM1,2023-42,2023,42,Northern Elephant Seal,0,7,0
BCAM1,2023-42,2023,42,Northern Raccoon,2,7,0.2857142857142857
BCAM1,2023-42,2023,42,Striped Skunk,0,7,0
BCAM1,2023-42,2023,42,Brush Rabbit,0,7,0
BCAM1,2023-42,2023,42,Californian Sea Lion,0,7,0
BCAM1,2023-42,2023,42,Domestic Cattle,0,7,0
BCAM1,2023-42,2023,42,Elk,0,7,0
BCAM1,2023-42,2023,42,Black-tailed Jackrabbit,0,7,0
BCAM1,2023-42,2023,42,Domestic Elk,0,7,0
BCAM1,2023-43,2023,43,American Badger,0,7,0
BCAM1,2023-43,2023,43,Bobcat,2,7,0.2857142857142857
BCAM1,2023-43,2023,43,Coyote,0,7,0
BCAM1,2023-43,2023,43,Domestic Dog,1,7,0.14285714285714285
BCAM1,2023-43,2023,43,Human,3,7,0.42857142857142855
BCAM1,2023-43,2023,43,Human-Camera Trapper,2,7,0.2857142857142857
BCAM1,2023-43,2023,43,Mule Deer,1,7,0.14285714285714285
BCAM1,2023-43,2023,43,North American River Otter,0,7,0
BCAM1,2023-43,2023,43,Northern Elephant Seal,0,7,0
BCAM1,2023-43,2023,43,Northern Raccoon,0,7,0
BCAM1,2023-43,2023,43,Striped Skunk,0,7,0
BCAM1,2023-43,2023,43,Brush Rabbit,0,7,0
BCAM1,2023-43,2023,43,Californian Sea Lion,0,7,0
BCAM1,2023-43,2023,43,Domestic Cattle,0,7,0
BCAM1,2023-43,2023,43,Elk,0,7,0
BCAM1,2023-43,2023,43,Black-tailed Jackrabbit,0,7,0
BCAM1,2023-43,2023,43,Domestic Elk,0,7,0
BCAM1,2024-17,2024,17,American Badger,0,7,0
BCAM1,2024-17,2024,17,Bobcat,1,7,0.14285714285714285
BCAM1,2024-17,2024,17,Coyote,1,7,0.14285714285714285
BCAM1,2024-17,2024,17,Domestic Dog,0,7,0
BCAM1,2024-17,2024,17,Human,11,7,1.5714285714285714
BCAM1,2024-17,2024,17,Human-Camera Trapper,0,7,0
BCAM1,2024-17,2024,17,Mule Deer,0,7,0
BCAM1,2024-17,2024,17,North American River Otter,0,7,0
BCAM1,2024-17,2024,17,Northern Elephant Seal,0,7,0
BCAM1,2024-17,2024,17,Northern Raccoon,0,7,0
BCAM1,2024-17,2024,17,Striped Skunk,0,7,0
BCAM1,2024-17,2024,17,Brush Rabbit,0,7,0
BCAM1,2024-17,2024,17,Californian Sea Lion,0,7,0
BCAM1,2024-17,2024,17,Domestic Cattle,0,7,0
BCAM1,2024-17,2024,17,Elk,0,7,0
BCAM1,2024-17,2024,17,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-17,2024,17,Domestic Elk,0,7,0
BCAM1,2024-18,2024,18,American Badger,0,7,0
BCAM1,2024-18,2024,18,Bobcat,1,7,0.14285714285714285
BCAM1,2024-18,2024,18,Coyote,2,7,0.2857142857142857
BCAM1,2024-18,2024,18,Domestic Dog,1,7,0.14285714285714285
BCAM1,2024-18,2024,18,Human,8,7,1.1428571428571428
BCAM1,2024-18,2024,18,Human-Camera Trapper,2,7,0.2857142857142857
BCAM1,2024-18,2024,18,Mule Deer,2,7,0.2857142857142857
BCAM1,2024-18,2024,18,North American River Otter,0,7,0
BCAM1,2024-18,2024,18,Northern Elephant Seal,0,7,0
BCAM1,2024-18,2024,18,Northern Raccoon,0,7,0
BCAM1,2024-18,2024,18,Striped Skunk,0,7,0
BCAM1,2024-18,2024,18,Brush Rabbit,0,7,0
BCAM1,2024-18,2024,18,Californian Sea Lion,0,7,0
BCAM1,2024-18,2024,18,Domestic Cattle,0,7,0
BCAM1,2024-18,2024,18,Elk,0,7,0
BCAM1,2024-18,2024,18,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-18,2024,18,Domestic Elk,0,7,0
BCAM1,2024-20,2024,20,American Badger,0,7,0
BCAM1,2024-20,2024,20,Bobcat,4,7,0.5714285714285714
BCAM1,2024-20,2024,20,Coyote,0,7,0
BCAM1,2024-20,2024,20,Domestic Dog,0,7,0
BCAM1,2024-20,2024,20,Human,6,7,0.8571428571428571
BCAM1,2024-20,2024,20,Human-Camera Trapper,0,7,0
BCAM1,2024-20,2024,20,Mule Deer,4,7,0.5714285714285714
BCAM1,2024-20,2024,20,North American River Otter,0,7,0
BCAM1,2024-20,2024,20,Northern Elephant Seal,0,7,0
BCAM1,2024-20,2024,20,Northern Raccoon,0,7,0
BCAM1,2024-20,2024,20,Striped Skunk,0,7,0
BCAM1,2024-20,2024,20,Brush Rabbit,0,7,0
BCAM1,2024-20,2024,20,Californian Sea Lion,0,7,0
BCAM1,2024-20,2024,20,Domestic Cattle,0,7,0
BCAM1,2024-20,2024,20,Elk,0,7,0
BCAM1,2024-20,2024,20,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-20,2024,20,Domestic Elk,0,7,0
BCAM1,2024-21,2024,21,American Badger,0,7,0
BCAM1,2024-21,2024,21,Bobcat,5,7,0.7142857142857143
BCAM1,2024-21,2024,21,Coyote,1,7,0.14285714285714285
BCAM1,2024-21,2024,21,Domestic Dog,0,7,0
BCAM1,2024-21,2024,21,Human,9,7,1.2857142857142858
BCAM1,2024-21,2024,21,Human-Camera Trapper,0,7,0
BCAM1,2024-21,2024,21,Mule Deer,5,7,0.7142857142857143
BCAM1,2024-21,2024,21,North American River Otter,0,7,0
BCAM1,2024-21,2024,21,Northern Elephant Seal,1,7,0.14285714285714285
BCAM1,2024-21,2024,21,Northern Raccoon,0,7,0
BCAM1,2024-21,2024,21,Striped Skunk,0,7,0
BCAM1,2024-21,2024,21,Brush Rabbit,0,7,0
BCAM1,2024-21,2024,21,Californian Sea Lion,0,7,0
BCAM1,2024-21,2024,21,Domestic Cattle,0,7,0
BCAM1,2024-21,2024,21,Elk,0,7,0
BCAM1,2024-21,2024,21,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-21,2024,21,Domestic Elk,0,7,0
BCAM1,2024-23,2024,23,American Badger,0,7,0
BCAM1,2024-23,2024,23,Bobcat,3,7,0.42857142857142855
BCAM1,2024-23,2024,23,Coyote,0,7,0
BCAM1,2024-23,2024,23,Domestic Dog,0,7,0
BCAM1,2024-23,2024,23,Human,4,7,0.5714285714285714
BCAM1,2024-23,2024,23,Human-Camera Trapper,1,7,0.14285714285714285
BCAM1,2024-23,2024,23,Mule Deer,0,7,0
BCAM1,2024-23,2024,23,North American River Otter,0,7,0
BCAM1,2024-23,2024,23,Northern Elephant Seal,0,7,0
BCAM1,2024-23,2024,23,Northern Raccoon,0,7,0
BCAM1,2024-23,2024,23,Striped Skunk,0,7,0
BCAM1,2024-23,2024,23,Brush Rabbit,0,7,0
BCAM1,2024-23,2024,23,Californian Sea Lion,0,7,0
BCAM1,2024-23,2024,23,Domestic Cattle,0,7,0
BCAM1,2024-23,2024,23,Elk,0,7,0
BCAM1,2024-23,2024,23,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-23,2024,23,Domestic Elk,0,7,0
BCAM1,2024-25,2024,25,American Badger,0,7,0
BCAM1,2024-25,2024,25,Bobcat,4,7,0.5714285714285714
BCAM1,2024-25,2024,25,Coyote,0,7,0
BCAM1,2024-25,2024,25,Domestic Dog,0,7,0
BCAM1,2024-25,2024,25,Human,3,7,0.42857142857142855
BCAM1,2024-25,2024,25,Human-Camera Trapper,0,7,0
BCAM1,2024-25,2024,25,Mule Deer,2,7,0.2857142857142857
BCAM1,2024-25,2024,25,North American River Otter,0,7,0
BCAM1,2024-25,2024,25,Northern Elephant Seal,0,7,0
BCAM1,2024-25,2024,25,Northern Raccoon,0,7,0
BCAM1,2024-25,2024,25,Striped Skunk,0,7,0
BCAM1,2024-25,2024,25,Brush Rabbit,0,7,0
BCAM1,2024-25,2024,25,Californian Sea Lion,0,7,0
BCAM1,2024-25,2024,25,Domestic Cattle,0,7,0
BCAM1,2024-25,2024,25,Elk,0,7,0
BCAM1,2024-25,2024,25,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-25,2024,25,Domestic Elk,0,7,0
BCAM1,2024-26,2024,26,American Badger,0,7,0
BCAM1,2024-26,2024,26,Bobcat,2,7,0.2857142857142857
BCAM1,2024-26,2024,26,Coyote,0,7,0
BCAM1,2024-26,2024,26,Domestic Dog,0,7,0
BCAM1,2024-26,2024,26,Human,1,7,0.14285714285714285
BCAM1,2024-26,2024,26,Human-Camera Trapper,2,7,0.2857142857142857
BCAM1,2024-26,2024,26,Mule Deer,1,7,0.14285714285714285
BCAM1,2024-26,2024,26,North American River Otter,0,7,0
BCAM1,2024-26,2024,26,Northern Elephant Seal,0,7,0
BCAM1,2024-26,2024,26,Northern Raccoon,0,7,0
BCAM1,2024-26,2024,26,Striped Skunk,0,7,0
BCAM1,2024-26,2024,26,Brush Rabbit,0,7,0
BCAM1,2024-26,2024,26,Californian Sea Lion,0,7,0
BCAM1,2024-26,2024,26,Domestic Cattle,0,7,0
BCAM1,2024-26,2024,26,Elk,0,7,0
BCAM1,2024-26,2024,26,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-26,2024,26,Domestic Elk,0,7,0
BCAM1,2024-27,2024,27,American Badger,0,7,0
BCAM1,2024-27,2024,27,Bobcat,2,7,0.2857142857142857
BCAM1,2024-27,2024,27,Coyote,1,7,0.14285714285714285
BCAM1,2024-27,2024,27,Domestic Dog,0,7,0
BCAM1,2024-27,2024,27,Human,6,7,0.8571428571428571
BCAM1,2024-27,2024,27,Human-Camera Trapper,0,7,0
BCAM1,2024-27,2024,27,Mule Deer,1,7,0.14285714285714285
BCAM1,2024-27,2024,27,North American River Otter,0,7,0
BCAM1,2024-27,2024,27,Northern Elephant Seal,0,7,0
BCAM1,2024-27,2024,27,Northern Raccoon,0,7,0
BCAM1,2024-27,2024,27,Striped Skunk,0,7,0
BCAM1,2024-27,2024,27,Brush Rabbit,0,7,0
BCAM1,2024-27,2024,27,Californian Sea Lion,0,7,0
BCAM1,2024-27,2024,27,Domestic Cattle,0,7,0
BCAM1,2024-27,2024,27,Elk,0,7,0
BCAM1,2024-27,2024,27,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-27,2024,27,Domestic Elk,0,7,0
BCAM1,2024-28,2024,28,American Badger,0,7,0
BCAM1,2024-28,2024,28,Bobcat,2,7,0.2857142857142857
BCAM1,2024-28,2024,28,Coyote,0,7,0
BCAM1,2024-28,2024,28,Domestic Dog,0,7,0
BCAM1,2024-28,2024,28,Human,2,7,0.2857142857142857
BCAM1,2024-28,2024,28,Human-Camera Trapper,0,7,0
BCAM1,2024-28,2024,28,Mule Deer,0,7,0
BCAM1,2024-28,2024,28,North American River Otter,0,7,0
BCAM1,2024-28,2024,28,Northern Elephant Seal,0,7,0
BCAM1,2024-28,2024,28,Northern Raccoon,0,7,0
BCAM1,2024-28,2024,28,Striped Skunk,0,7,0
BCAM1,2024-28,2024,28,Brush Rabbit,0,7,0
BCAM1,2024-28,2024,28,Californian Sea Lion,0,7,0
BCAM1,2024-28,2024,28,Domestic Cattle,0,7,0
BCAM1,2024-28,2024,28,Elk,0,7,0
BCAM1,2024-28,2024,28,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-28,2024,28,Domestic Elk,0,7,0
BCAM1,2024-29,2024,29,American Badger,0,7,0
BCAM1,2024-29,2024,29,Bobcat,4,7,0.5714285714285714
BCAM1,2024-29,2024,29,Coyote,0,7,0
BCAM1,2024-29,2024,29,Domestic Dog,0,7,0
BCAM1,2024-29,2024,29,Human,2,7,0.2857142857142857
BCAM1,2024-29,2024,29,Human-Camera Trapper,0,7,0
BCAM1,2024-29,2024,29,Mule Deer,4,7,0.5714285714285714
BCAM1,2024-29,2024,29,North American River Otter,0,7,0
BCAM1,2024-29,2024,29,Northern Elephant Seal,0,7,0
BCAM1,2024-29,2024,29,Northern Raccoon,0,7,0
BCAM1,2024-29,2024,29,Striped Skunk,0,7,0
BCAM1,2024-29,2024,29,Brush Rabbit,0,7,0
BCAM1,2024-29,2024,29,Californian Sea Lion,0,7,0
BCAM1,2024-29,2024,29,Domestic Cattle,0,7,0
BCAM1,2024-29,2024,29,Elk,0,7,0
BCAM1,2024-29,2024,29,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-29,2024,29,Domestic Elk,0,7,0
BCAM1,2024-30,2024,30,American Badger,0,7,0
BCAM1,2024-30,2024,30,Bobcat,2,7,0.2857142857142857
BCAM1,2024-30,2024,30,Coyote,1,7,0.14285714285714285
BCAM1,2024-30,2024,30,Domestic Dog,0,7,0
BCAM1,2024-30,2024,30,Human,4,7,0.5714285714285714
BCAM1,2024-30,2024,30,Human-Camera Trapper,0,7,0
BCAM1,2024-30,2024,30,Mule Deer,1,7,0.14285714285714285
BCAM1,2024-30,2024,30,North American River Otter,0,7,0
BCAM1,2024-30,2024,30,Northern Elephant Seal,0,7,0
BCAM1,2024-30,2024,30,Northern Raccoon,0,7,0
BCAM1,2024-30,2024,30,Striped Skunk,0,7,0
BCAM1,2024-30,2024,30,Brush Rabbit,0,7,0
BCAM1,2024-30,2024,30,Californian Sea Lion,0,7,0
BCAM1,2024-30,2024,30,Domestic Cattle,0,7,0
BCAM1,2024-30,2024,30,Elk,0,7,0
BCAM1,2024-30,2024,30,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-30,2024,30,Domestic Elk,0,7,0
BCAM1,2024-31,2024,31,American Badger,0,7,0
BCAM1,2024-31,2024,31,Bobcat,1,7,0.14285714285714285
BCAM1,2024-31,2024,31,Coyote,0,7,0
BCAM1,2024-31,2024,31,Domestic Dog,0,7,0
BCAM1,2024-31,2024,31,Human,1,7,0.14285714285714285
BCAM1,2024-31,2024,31,Human-Camera Trapper,4,7,0.5714285714285714
BCAM1,2024-31,2024,31,Mule Deer,8,7,1.1428571428571428
BCAM1,2024-31,2024,31,North American River Otter,0,7,0
BCAM1,2024-31,2024,31,Northern Elephant Seal,0,7,0
BCAM1,2024-31,2024,31,Northern Raccoon,0,7,0
BCAM1,2024-31,2024,31,Striped Skunk,0,7,0
BCAM1,2024-31,2024,31,Brush Rabbit,0,7,0
BCAM1,2024-31,2024,31,Californian Sea Lion,0,7,0
BCAM1,2024-31,2024,31,Domestic Cattle,0,7,0
BCAM1,2024-31,2024,31,Elk,0,7,0
BCAM1,2024-31,2024,31,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-31,2024,31,Domestic Elk,0,7,0
BCAM1,2024-32,2024,32,American Badger,0,7,0
BCAM1,2024-32,2024,32,Bobcat,1,7,0.14285714285714285
BCAM1,2024-32,2024,32,Coyote,0,7,0
BCAM1,2024-32,2024,32,Domestic Dog,0,7,0
BCAM1,2024-32,2024,32,Human,0,7,0
BCAM1,2024-32,2024,32,Human-Camera Trapper,0,7,0
BCAM1,2024-32,2024,32,Mule Deer,3,7,0.42857142857142855
BCAM1,2024-32,2024,32,North American River Otter,0,7,0
BCAM1,2024-32,2024,32,Northern Elephant Seal,0,7,0
BCAM1,2024-32,2024,32,Northern Raccoon,0,7,0
BCAM1,2024-32,2024,32,Striped Skunk,0,7,0
BCAM1,2024-32,2024,32,Brush Rabbit,0,7,0
BCAM1,2024-32,2024,32,Californian Sea Lion,0,7,0
BCAM1,2024-32,2024,32,Domestic Cattle,0,7,0
BCAM1,2024-32,2024,32,Elk,0,7,0
BCAM1,2024-32,2024,32,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-32,2024,32,Domestic Elk,0,7,0
BCAM1,2024-33,2024,33,American Badger,0,7,0
BCAM1,2024-33,2024,33,Bobcat,3,7,0.42857142857142855
BCAM1,2024-33,2024,33,Coyote,0,7,0
BCAM1,2024-33,2024,33,Domestic Dog,0,7,0
BCAM1,2024-33,2024,33,Human,1,7,0.14285714285714285
BCAM1,2024-33,2024,33,Human-Camera Trapper,0,7,0
BCAM1,2024-33,2024,33,Mule Deer,3,7,0.42857142857142855
BCAM1,2024-33,2024,33,North American River Otter,0,7,0
BCAM1,2024-33,2024,33,Northern Elephant Seal,0,7,0
BCAM1,2024-33,2024,33,Northern Raccoon,0,7,0
BCAM1,2024-33,2024,33,Striped Skunk,0,7,0
BCAM1,2024-33,2024,33,Brush Rabbit,0,7,0
BCAM1,2024-33,2024,33,Californian Sea Lion,0,7,0
BCAM1,2024-33,2024,33,Domestic Cattle,0,7,0
BCAM1,2024-33,2024,33,Elk,0,7,0
BCAM1,2024-33,2024,33,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-33,2024,33,Domestic Elk,0,7,0
BCAM1,2024-35,2024,35,American Badger,0,7,0
BCAM1,2024-35,2024,35,Bobcat,1,7,0.14285714285714285
BCAM1,2024-35,2024,35,Coyote,1,7,0.14285714285714285
BCAM1,2024-35,2024,35,Domestic Dog,0,7,0
BCAM1,2024-35,2024,35,Human,0,7,0
BCAM1,2024-35,2024,35,Human-Camera Trapper,0,7,0
BCAM1,2024-35,2024,35,Mule Deer,3,7,0.42857142857142855
BCAM1,2024-35,2024,35,North American River Otter,0,7,0
BCAM1,2024-35,2024,35,Northern Elephant Seal,0,7,0
BCAM1,2024-35,2024,35,Northern Raccoon,0,7,0
BCAM1,2024-35,2024,35,Striped Skunk,0,7,0
BCAM1,2024-35,2024,35,Brush Rabbit,0,7,0
BCAM1,2024-35,2024,35,Californian Sea Lion,0,7,0
BCAM1,2024-35,2024,35,Domestic Cattle,0,7,0
BCAM1,2024-35,2024,35,Elk,0,7,0
BCAM1,2024-35,2024,35,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-35,2024,35,Domestic Elk,0,7,0
BCAM1,2024-36,2024,36,American Badger,0,7,0
BCAM1,2024-36,2024,36,Bobcat,1,7,0.14285714285714285
BCAM1,2024-36,2024,36,Coyote,0,7,0
BCAM1,2024-36,2024,36,Domestic Dog,0,7,0
BCAM1,2024-36,2024,36,Human,5,7,0.7142857142857143
BCAM1,2024-36,2024,36,Human-Camera Trapper,2,7,0.2857142857142857
BCAM1,2024-36,2024,36,Mule Deer,1,7,0.14285714285714285
BCAM1,2024-36,2024,36,North American River Otter,0,7,0
BCAM1,2024-36,2024,36,Northern Elephant Seal,0,7,0
BCAM1,2024-36,2024,36,Northern Raccoon,0,7,0
BCAM1,2024-36,2024,36,Striped Skunk,0,7,0
BCAM1,2024-36,2024,36,Brush Rabbit,0,7,0
BCAM1,2024-36,2024,36,Californian Sea Lion,0,7,0
BCAM1,2024-36,2024,36,Domestic Cattle,0,7,0
BCAM1,2024-36,2024,36,Elk,0,7,0
BCAM1,2024-36,2024,36,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-36,2024,36,Domestic Elk,0,7,0
BCAM1,2024-37,2024,37,American Badger,0,7,0
BCAM1,2024-37,2024,37,Bobcat,1,7,0.14285714285714285
BCAM1,2024-37,2024,37,Coyote,0,7,0
BCAM1,2024-37,2024,37,Domestic Dog,0,7,0
BCAM1,2024-37,2024,37,Human,2,7,0.2857142857142857
BCAM1,2024-37,2024,37,Human-Camera Trapper,0,7,0
BCAM1,2024-37,2024,37,Mule Deer,1,7,0.14285714285714285
BCAM1,2024-37,2024,37,North American River Otter,0,7,0
BCAM1,2024-37,2024,37,Northern Elephant Seal,0,7,0
BCAM1,2024-37,2024,37,Northern Raccoon,1,7,0.14285714285714285
BCAM1,2024-37,2024,37,Striped Skunk,0,7,0
BCAM1,2024-37,2024,37,Brush Rabbit,0,7,0
BCAM1,2024-37,2024,37,Californian Sea Lion,0,7,0
BCAM1,2024-37,2024,37,Domestic Cattle,0,7,0
BCAM1,2024-37,2024,37,Elk,0,7,0
BCAM1,2024-37,2024,37,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-37,2024,37,Domestic Elk,0,7,0
BCAM1,2024-39,2024,39,American Badger,0,7,0
BCAM1,2024-39,2024,39,Bobcat,1,7,0.14285714285714285
BCAM1,2024-39,2024,39,Coyote,0,7,0
BCAM1,2024-39,2024,39,Domestic Dog,0,7,0
BCAM1,2024-39,2024,39,Human,2,7,0.2857142857142857
BCAM1,2024-39,2024,39,Human-Camera Trapper,0,7,0
BCAM1,2024-39,2024,39,Mule Deer,4,7,0.5714285714285714
BCAM1,2024-39,2024,39,North American River Otter,0,7,0
BCAM1,2024-39,2024,39,Northern Elephant Seal,0,7,0
BCAM1,2024-39,2024,39,Northern Raccoon,0,7,0
BCAM1,2024-39,2024,39,Striped Skunk,0,7,0
BCAM1,2024-39,2024,39,Brush Rabbit,0,7,0
BCAM1,2024-39,2024,39,Californian Sea Lion,0,7,0
BCAM1,2024-39,2024,39,Domestic Cattle,0,7,0
BCAM1,2024-39,2024,39,Elk,0,7,0
BCAM1,2024-39,2024,39,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-39,2024,39,Domestic Elk,0,7,0
BCAM1,2024-47,2024,47,American Badger,0,7,0
BCAM1,2024-47,2024,47,Bobcat,1,7,0.14285714285714285
BCAM1,2024-47,2024,47,Coyote,1,7,0.14285714285714285
BCAM1,2024-47,2024,47,Domestic Dog,0,7,0
BCAM1,2024-47,2024,47,Human,2,7,0.2857142857142857
BCAM1,2024-47,2024,47,Human-Camera Trapper,0,7,0
BCAM1,2024-47,2024,47,Mule Deer,0,7,0
BCAM1,2024-47,2024,47,North American River Otter,0,7,0
BCAM1,2024-47,2024,47,Northern Elephant Seal,0,7,0
BCAM1,2024-47,2024,47,Northern Raccoon,0,7,0
BCAM1,2024-47,2024,47,Striped Skunk,0,7,0
BCAM1,2024-47,2024,47,Brush Rabbit,0,7,0
BCAM1,2024-47,2024,47,Californian Sea Lion,0,7,0
BCAM1,2024-47,2024,47,Domestic Cattle,0,7,0
BCAM1,2024-47,2024,47,Elk,0,7,0
BCAM1,2024-47,2024,47,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-47,2024,47,Domestic Elk,0,7,0
BCAM1,2024-49,2024,49,American Badger,0,7,0
BCAM1,2024-49,2024,49,Bobcat,1,7,0.14285714285714285
BCAM1,2024-49,2024,49,Coyote,0,7,0
BCAM1,2024-49,2024,49,Domestic Dog,0,7,0
BCAM1,2024-49,2024,49,Human,4,7,0.5714285714285714
BCAM1,2024-49,2024,49,Human-Camera Trapper,0,7,0
BCAM1,2024-49,2024,49,Mule Deer,0,7,0
BCAM1,2024-49,2024,49,North American River Otter,0,7,0
BCAM1,2024-49,2024,49,Northern Elephant Seal,0,7,0
BCAM1,2024-49,2024,49,Northern Raccoon,0,7,0
BCAM1,2024-49,2024,49,Striped Skunk,1,7,0.14285714285714285
BCAM1,2024-49,2024,49,Brush Rabbit,0,7,0
BCAM1,2024-49,2024,49,Californian Sea Lion,0,7,0
BCAM1,2024-49,2024,49,Domestic Cattle,0,7,0
BCAM1,2024-49,2024,49,Elk,0,7,0
BCAM1,2024-49,2024,49,Black-tailed Jackrabbit,0,7,0
BCAM1,2024-49,2024,49,Domestic Elk,0,7,0
BCAM1,2025-23,2025,23,American Badger,0,7,0
BCAM1,2025-23,2025,23,Bobcat,1,7,0.14285714285714285
BCAM1,2025-23,2025,23,Coyote,0,7,0
